Sample ID,Analysis Name,Analysis Keyword,Method,Analyst,Result,Unit
1406,Coliform (MPN),coliform_mpn,SM9223B,mabshire,1553.1,MPN/100mL
1407,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
1407,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1407,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1408,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
1408,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1408,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
001368-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
001368-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
001370-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
001370-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
001372-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
001372-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1409,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
1409,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1409,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1410,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,1.4,mg/L
1410,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1410,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1411,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1411,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1412,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1412,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1413,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1413,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
001369-R01,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,15.8,mg/L
001369-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
001369-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1414,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1414,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1415,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
1415,Coliform (MPN),coliform_mpn,SM9223B,mabshire,27.8,MPN/100mL
1416,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1416,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1417,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1417,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1418,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
1418,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1418,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1419,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1419,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1420,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,1.8,mg/L
1421,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
1421,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1421,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1422,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1422,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1423,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
1423,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1423,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1424,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
1424,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1424,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1425,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,108.1,MPN/100mL
1425,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1426,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
1426,E.coli (PA),ecoli_pa,SM9223B,mabshire,PRESENT,
1426,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1427,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,5.1,mg/L
1427,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1427,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1428,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
1428,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1428,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1429,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
1429,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1429,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1430,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1430,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1431,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1431,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1432,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1432,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1433,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
1433,Nitrite (NO2),nitrite,SM4500 NO-2B,mabshire,< 0.1,mg/L
1434,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
1434,Nitrite (NO2),nitrite,SM4500 NO-2B,mabshire,< 0.1,mg/L
1435,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1435,Fecal Coliform,fecal_coliform,SM9223B,mabshire,ABSENT,
1435,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1436,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
1436,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1436,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1437,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1437,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1438,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1438,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1439,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,1.6,mg/L
1439,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1439,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1440,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,1.6,mg/L
1440,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1440,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1441,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
1441,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1441,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1442,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1442,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1443,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,1,MPN/100mL
1443,Coliform (MPN),coliform_mpn,SM9223B,mabshire,1553.1,MPN/100mL
1444,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,410.6,MPN/100mL
1444,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1445,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,115.3,MPN/100mL
1445,Coliform (MPN),coliform_mpn,SM9223B,mabshire,1986.3,MPN/100mL
1446,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,5.2,MPN/100mL
1446,Coliform (MPN),coliform_mpn,SM9223B,mabshire,325.5,MPN/100mL
1447,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1447,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1448,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1448,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1449,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1449,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1450,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1450,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1451,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1451,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1452,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1452,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1453,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1453,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1454,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,45.7,MPN/100mL
1454,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1455,E.coli (MPN),ecoli_mpn,SM9223B,swall,< 1,MPN/100mL
1455,Coliform (MPN),coliform_mpn,SM9223B,swall,< 1,MPN/100mL
1456,E.coli (MPN),ecoli_mpn,SM9223B,swall,< 1,MPN/100mL
1456,Coliform (MPN),coliform_mpn,SM9223B,swall,< 1,MPN/100mL
1457,E.coli (MPN),ecoli_mpn,SM9223B,swall,1,MPN/100mL
1457,Coliform (MPN),coliform_mpn,SM9223B,swall,461.1,MPN/100mL
1426,E.coli (PA),ecoli_pa-1,SM9223B,mabshire,ABSENT,
1426,Coliform (PA),coliform_pa-1,SM9223B,mabshire,ABSENT,
1458,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,2,MPN/100mL
1458,Coliform (MPN),coliform_mpn,SM9223B,mabshire,980.4,MPN/100mL
1459,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,3.1,MPN/100mL
1459,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1460,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,172.2,MPN/100mL
1460,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1461,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,178.9,MPN/100mL
1461,Coliform (MPN),coliform_mpn,SM9223B,mabshire,2419.6,MPN/100mL
1462,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
1462,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
1463,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
1463,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1463,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1464,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
1464,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
001428-R01,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
001428-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
001428-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
001429-R01,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
001429-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
001429-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
001430-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
001430-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
001431-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
001431-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
001432-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
001432-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1463,Nitrate (NO3),nitrate-1,SM4500 NO-3D,mabshire,< 1,mg/L
1463,E.coli (PA),ecoli_pa-1,SM9223B,mabshire,ABSENT,
1463,Coliform (PA),coliform_pa-1,SM9223B,mabshire,ABSENT,
1465,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1465,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1466,Nitrate (NO3),nitrate,SM4500 NO-3D,tdenuyl,< 1,mg/L
1466,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1466,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1467,Nitrate (NO3),nitrate,SM4500 NO-3D,tdenuyl,< 1,mg/L
1467,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1467,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1468,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1468,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1469,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1469,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1470,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1470,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1471,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1471,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1472,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1472,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1473,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1473,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1474,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1474,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1475,Nitrate (NO3),nitrate,SM4500 NO-3D,tdenuyl,< 1,mg/L
1476,Nitrate (NO3),nitrate,SM4500 NO-3D,tdenuyl,< 1,mg/L
1477,Nitrate (NO3),nitrate,SM4500 NO-3D,tdenuyl,10.6,mg/L
1477,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1477,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1478,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1478,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1465,Nitrate (NO3),nitrate,SM4500 NO-3D,tdenuyl,1.8,mg/L
1479,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1479,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1480,Coliform (MPN),coliform_mpn_fsma,SM9223B,mabshire,2420,MPN/100mL
1480,E.coli (MPN),ecoli_mpn_fsma,SM9223B,mabshire,18.7,MPN/100mL
1481,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1481,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1482,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1482,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1483,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1483,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1484,Nitrate (NO3),nitrate,SM4500 NO-3D,tdenuyl,< 1,mg/L
001475-R01,Nitrate (NO3),nitrate,SM4500 NO-3D,tdenuyl,< 1,mg/L
001472-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
001472-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
001471-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
001471-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
001476-R01,Nitrate (NO3),nitrate,SM4500 NO-3D,tdenuyl,< 1,mg/L
1485,E.coli (PA),ecoli_pa,SM9223B,swall,ABSENT,
1485,Coliform (PA),coliform_pa,SM9223B,swall,ABSENT,
001227-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
001227-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
001228-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
001228-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
001206-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
001206-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,2,MPN/100mL
001207-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
001207-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
001208-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
001208-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
001209-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
001209-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
001230-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
001230-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
001231-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
001231-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
1486,Nitrate (NO3),nitrate,SM4500 NO-3D,,,mg/L
1486,E.coli (PA),ecoli_pa,SM9223B,,,
1486,Coliform (PA),coliform_pa,,,,
001327-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,1,MPN/100mL
001327-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,2419.6,MPN/100mL
001328-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
001328-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
001329-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
001329-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,1553.1,MPN/100mL
001330-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
001330-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
001331-R01,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,1,MPN/100mL
001331-R01,Coliform (MPN),coliform_mpn,SM9223B,mabshire,866.4,MPN/100mL
1487,Nitrate (NO3),nitrate,SM4500 NO-3D,tdenuyl,20.7,mg/L
1487,E.coli (PA),ecoli_pa,SM9223B,swall,ABSENT,
1487,Coliform (PA),coliform_pa,SM9223B,swall,ABSENT,
1488,Nitrate (NO3),nitrate,SM4500 NO-3D,tdenuyl,1.9,mg/L
1489,Nitrate (NO3),nitrate,SM4500 NO-3D,tdenuyl,1.6,mg/L
1490,Nitrate (NO3),nitrate,SM4500 NO-3D,tdenuyl,5.5,mg/L
1491,E.coli (PA),ecoli_pa,SM9223B,swall,ABSENT,
1491,Coliform (PA),coliform_pa,SM9223B,swall,ABSENT,
1492,E.coli (PA),ecoli_pa,SM9223B,swall,ABSENT,
1492,Coliform (PA),coliform_pa,SM9223B,swall,ABSENT,
1493,E.coli (PA),ecoli_pa,SM9223B,swall,ABSENT,
1493,Coliform (PA),coliform_pa,SM9223B,swall,ABSENT,
1494,E.coli (MPN),ecoli_mpn,SM9223B,swall,< 1,MPN/100mL
1494,Coliform (MPN),coliform_mpn,SM9223B,swall,< 1,MPN/100mL
1495,E.coli (MPN),ecoli_mpn,SM9223B,swall,< 1,MPN/100mL
1495,Coliform (MPN),coliform_mpn,SM9223B,swall,19.9,MPN/100mL
1496,E.coli (MPN),ecoli_mpn,SM9223B,swall,< 1,MPN/100mL
1496,Coliform (MPN),coliform_mpn,SM9223B,swall,< 1,MPN/100mL
1497,E.coli (MPN),ecoli_mpn,SM9223B,swall,< 1,MPN/100mL
1497,Coliform (MPN),coliform_mpn,SM9223B,swall,14.6,MPN/100mL
1498,E.coli (MPN),ecoli_mpn,SM9223B,swall,< 1,MPN/100mL
1498,Coliform (MPN),coliform_mpn,SM9223B,swall,21.1,MPN/100mL
1499,E.coli (MPN),ecoli_mpn,SM9223B,swall,< 1,MPN/100mL
1499,Coliform (MPN),coliform_mpn,SM9223B,swall,< 1,MPN/100mL
1500,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
1500,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1501,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1501,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1502,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,3.2,mg/L
1502,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1502,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1503,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1503,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1504,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,5.2,MPN/100mL
1504,Coliform (MPN),coliform_mpn,SM9223B,mabshire,247.5,MPN/100mL
1505,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
1505,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
1506,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
1506,Coliform (MPN),coliform_mpn,SM9223B,mabshire,28.8,MPN/100mL
1507,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,< 1,MPN/100mL
1507,Coliform (MPN),coliform_mpn,SM9223B,mabshire,< 1,MPN/100mL
1508,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1508,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1509,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1509,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1510,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1510,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1511,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1511,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
001485-R01,E.coli (PA),ecoli_pa,SM9223B,swall,ABSENT,
001485-R01,Coliform (PA),coliform_pa,SM9223B,swall,ABSENT,
1512,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1512,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1513,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1513,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1514,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1514,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1515,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1515,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1516,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1516,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1517,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1517,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1518,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1518,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1519,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1519,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1520,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,5.8,mg/L
1520,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1520,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1521,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,2,mg/L
1521,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1521,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1522,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1522,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1523,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,88,MPN/100mL
1523,Coliform (MPN),coliform_mpn,SM9223B,mabshire,> 2419.6,MPN/100mL
1524,E.coli (MPN),ecoli_mpn,SM9223B,mabshire,6.3,MPN/100mL
1524,Coliform (MPN),coliform_mpn,SM9223B,mabshire,1299.7,MPN/100mL
1525,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1525,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1526,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1526,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1527,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1527,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1504,Coliform (MPN),coliform_mpn-1,SM9223B,mabshire,547.5,MPN/100mL
1528,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1528,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1529,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1529,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
001516-R01,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
001516-R01,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1530,Nitrate (NO3),nitrate,SM4500 NO-3D,tdenuyl,< 1,mg/L
1530,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1530,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1531,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1531,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1532,E.coli (PA),ecoli_pa,SM9223B,mabshire,PRESENT,
1532,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1533,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1533,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1534,E.coli (PA),ecoli_pa,SM9223B,mabshire,PRESENT,
1534,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1535,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1535,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1536,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1536,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1537,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1537,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1986,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1986,Nitrite (NO2),nitrite,SM4500 NO-2B,igallagher,< 0.1,mg/L
1986,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
1986,Nitrate (NO3),nitrate,SM4500 NO-3D,mabshire,< 1,mg/L
1987,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1987,Coliform (PA),coliform_pa,SM9223B,mabshire,PRESENT,
1988,E.coli (PA),ecoli_pa,SM9223B,mabshire,ABSENT,
1988,Coliform (PA),coliform_pa,SM9223B,mabshire,ABSENT,
